Issue_Id,Title,Description,amb_f_T,amb_f_TD,inc_f_T,inc_f_TD,amb_d_T,amb_d_TD,inc_d_T,inc_d_TD,amb_a_T,amb_a_TD,inc_a_T,inc_a_TD,amb_s_T,amb_s_TD,inc_s_T,inc_s_TD,sum_amb_T,sum_amb_TD,sum_inc_T,sum_inc_TD,Final_amb_T,Final_amb_TD,Final_inc_T,Final_inc_TD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-39524,Create a new method likes/query.json,"GET likes/query.json Perform custom query of likes with sorting and paginating. The query must be limited to likes of a given object (by specifying one of post_id, photo_id, etc.) or limited to likes generated by a given user (by specifying owner_id. In addition to custom fields, the following pre-defined fields can be used to query and sort likes: user_id : String. Like owner's user ID. For the admin user, it could be the other's id. likeable_type : String. Likeable type when the like was created. likeable_id : String. The object id when the like was created. created_at : Date. Timestamp when the like was created. updated_at : Date. Timestamp when the like was last updated. For details about using the query parameters, see the Search and Query guide. Parameters post_id : String Limit query to likes on the identified Post object. photo_id : String Limit query to likes on the identified Photo object. event_id : String Limit query to likes on the identified Event object. place_id : String Limit query to likes on the identified Place object. checkin_id : String Limit query to likes on the identified Checkin object. review_id : String Limit query to likes on the identified Review object. custom_object_id : String Limit query to likes on the identified Custom object. status_id : String Limit query to likes on the identified Status object. user_object_id : String Limit query to likes on the identified User object. user_id : Limit query results to likes submitted by the identified user. page : Number Request page number, default is 1. per_page : Number Number of results per page, default is 10. limit : Number Instead of using page and per_page for pagination, you can use limit and skip to do your own pagination. limit is the maximum number of records to fetch. limit cannot be greater than 1000. skip : Number Number of records to skip. Must be used together with limit. where : Hash Constraint values for fields. where should be encoded JSON. If where is not specified, query returns all objects. order : String Sort results by one or more fields. sel : Hash Selects the object fields to display. Do not use this parameter with unsel. unsel : Hash Selects the object fields NOT to display. Do not use this parameter with sel. response_json_depth : Number Nested object depth level counts in the response JSON. In order to reduce server API calls from an applicaton, the response JSON may include not just the objects that are being queried/searched, but also some important data related to the returned objects, such as owners and referenced objects. Default is 3, valid range is 1 to 8. Response Parameters likes : Likes[] List of likes matching the query parameters. REST API $curl -c cookies.txt -b cookies.txt -X GET """"http://localhost:8082/v1/likes/query.json?key=18jewMLaoZOCuNUjoHZi6OpLFsqMLhx1&user_id=536cddefdda0950cc8000001"""" RSPONSE , """"response"""": , """"storage"""": } } } ] } }",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-39749,Localization of app name for Android is out-of-date,"While writing a blog post on localization, I realized the the instructions for localizing the app name on Android are out-of-date, and perhaps wrong altogether. The document at https://wiki.appcelerator.org/display/guides/Internationalization, under Android App Name localization, gives you steps for creating a full folder structure to provide your strings.xml in the format required by the Android SDK. However, I ran tests using 3.2 on Classic and Alloy, and they both work, for iOS and Android, simply creating /i18n/en/strings.xml and /i18n/en/app.xml.",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-39943,BlackBerry : Path for getting the logs from simulator is incorrect,Description: ============= 1. Go to docs : http://docs.appcelerator.com/titanium/latest/#!/guide/Installing_the_BlackBerry_NDK 2. Scroll to the bottom of the page & look at topic 'Accessing Simulator Log Messages' 3. Notice the path for the log messages Actual Result: =============== 1. The path is incorrect & missing 'appdata' folder Expected Result: ================= 1. The path should be '/accounts/1000/appdata/<app_id>/log',0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-40067,DocTools: validate script is broken due to docgen changes,"Due to this PR: https://github.com/appcelerator/titanium_mobile/pull/3922/files The process_yaml method takes an argument which it previously did not. This method is called by the validate.py script, which fails with this error: process_yaml() takes exactly 1 argument (0 given) If I change the call to docgen.process_yaml(apiDocDir), it now fails with this error: [ERROR] Exception occurred while processing /Applications/Titanium Studio/configuration/org.eclipse.osgi/bundles/1095/1/.cp/bundles/bundle-development.ruble/cache.en.yml: could not determine a constructor for the tag 'tag:yaml.org,2002:com.aptana.scripting.model.BundleElement' in """"/Applications/Titanium Studio/configuration/org.eclipse.osgi/bundles/1095/1/.cp/bundles/bundle-development.ruble/cache.en.yml"""", line 1, column 5",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-39723,Support new Node.ACS command : download,"A new command is to be provided, it is """"download"""", and used to download the app source file of Node.ACS with specified version. See following details: Download the app source file with specified app name and version. If no appname provided it can run in app dir or with -d to specify an app dir, and the currently actived app version will be downloaded if no app version option provided.",1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,3,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-38628,Specify supported Arrow Model Field data types,"Specify supported Arrow Model Field data types Online docs (Guide) for models/fields (http://docs.appcelerator.com/platform/latest/#!/guide/Arrow_Models) claims that: """"The field type (e.g., ‘string’). Type can be any valid JavaScript primitive type. Type can be specified as a string (e.g., ‘string’) or by the type class (e.g., String)."""" From the screen shot below, we support primitive type plus others (e.g. array, date)",0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-38181,Review and revise the APS documentation,"Review, test the samples, and revise the following documents as necessary: # https://wiki.appcelerator.org/display/guides2/AMPLIFY+Appcelerator+Platform+Services+for+Android # https://wiki.appcelerator.org/display/guides2/Quick+Start+Guide+for+Android+APS+SDK # https://wiki.appcelerator.org/display/guides2/APS+Analytics+for+Android # https://wiki.appcelerator.org/display/guides2/APS+Performance+for+Android The following documents should be reviewed and/or updated as well: # https://wiki.appcelerator.org/display/guides2/Appcelerator+Analytics Note: anything that mentions """"Soasta"""" or Test should be dropped from these documents.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-39239,"Android: TableView: SearchBar not working if """"filterAttribute"""" is an arbitrary property","h2. Description When using SearchBar, it is possible to set in the TableView a filterAttribute. However, if this attribute is set AFTER the TableViewRow is created, the SearchBar will not work on Android. Same code works fine on iOS. h2. Sample Code var win = Ti.UI.createWindow(); var bar = Ti.UI.createSearchBar(); var rows = []; for (var i=1; i<=10; i++) ); var row = Ti.UI.createTableViewRow(); row.filter = text; row.add(label); rows.push(row); } var table = Ti.UI.createTableView(); win.add(table); win.open(); h2. Alloy The problem is more clear using Alloy: if you hve a row element and you set $.row.filter in the controller, the SearchBar won't work.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-38938,Docs: Ti.UI.View.add supports an array of views as well as single Ti.Ui.View,On iOS } accepts an array of views: https://github.com/appcelerator/titanium_mobile/blob/0357b4796abf0032485018fac42614a94f826c9b/iphone/Classes/TiViewProxy.m#L148 On Android (and also Windows) it did not: https://github.com/appcelerator/titanium_mobile/blob/master/android/titanium/src/java/org/appcelerator/titanium/view/TiUIView.java#L159 But TIMOB-19394 and TIMOB-19482 will fix this parity issue so docs need updating.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-40941,APIDoc: remove period from platform list,"The platform list contains a superfluous period. Remove this from the template, [member_list.html|https://github.com/appcelerator/titanium_mobile/blob/master/apidoc/templates/html/member_list.html]. For example: Sets the value of the minuteInterval property. (iPhone, iPad only)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-40635,APIDoc: Update docs for medium-priority iPad modules,Includes updating docs for: Ti.UI.iPad module Ti.UI.iPad.Popover,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-39299,Updates guides to show how to localise NSLocationAlwaysUsageDescription,The [internationalization|http://docs.appcelerator.com/titanium/latest/#/guide/Tracking_Position_and_Heading-section-29004915_TrackingPositionandHeading-iOSDevelopmentConsiderations) guides or [Ti.Geolocation|http://docs.appcelerator.com/titanium/latest/#</string> </resources> h1. Resolutions 1. The section on [Internationalizing the app's name|http://docs.appcelerator.com/titanium/latest/#/guide/Tracking_Position_and_Heading-section-29004915_TrackingPositionandHeading-iOSDevelopmentConsiderations] guide and Ti.Geolocation (http://docs.appcelerator.com/titanium/latest/#!/api/Titanium.Geolocation) API reference should be updated with a short explanation of how to localise these values and link to the updated guide for more information.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-40438,Poor grammar in Ti.UI.TabGroup,"On iOS, more than one tab group may exist, and the may be opened and closed as required. Each tab can contain a stack of windows, and the user can switch between them by tapping the tab's associated control. Tabs can be removed, and the user may (optionally) be allowed to reorder tabs. Should this be 'they may be opened'? Vishal also indicated that on iOS that the Tab Group has a built in Nav group. Is that somehting that needs to be documented as well?",1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-38738,There is an error in Positioning and dimensions of elements section of the documentation,"There's an error in the documentation in the page: http://docs.appcelerator.com/platform/latest/#!/guide/Layouts,_Positioning,_and_the_View_Hierarchy Section """"Positioning and dimensions of elements"""" says """"The blue view's center is at 160,240 and given its width of 50, this means its top-left corner would be at 110,190."""" *That should be """"top-left corner would be at 135, 215"""".*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-39253,we will no longer show the listed information,"From 1.1.8 and above, we will remove some fields when they are empty 1. user object will no longer output """"stats"""": , """"storage"""": }, 2. if custom_fields are empty do not show them: """"custom_fields"""": 3. if external_ccounts has no conten in user object, do not show them """"external_accounts"""": [ ],",0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,3,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-39534,Alloy: missing Style in the Style priorities description,"h5. Description In the https://wiki.appcelerator.org/display/guides2/Alloy+Styles+and+Themes#AlloyStylesandThemes-StylePriorities section, one Style case is missing. After """"View-Controller Style File in a Theme"""" we should add also: View-Controller Style File with Platform-Specific Styles. Example should be: styles/<platform>/<view_controller>.tss OR styles/<view_controller>.tss with the [platform=<platform>] syntax",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-39218,Move Cloud and CloudPush to Modules namespace,Move Cloud and CloudPush API docs from the Titanium namespace to the Modules namespace. Should also include a forward link from the Titanium.Cloud and Titanium.CloudPush docs to the Modules version. Links in the cloud_docs will need to be updated too.,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-39395,Provides detailed steps to import/run ti.cloud example,"Per the [Ti.Cloud|http://docs.appcelerator.com/cloud/latest/#!/guide/titanium] docs: The Titanium.Cloud module also includes a sample application demonstrating each of the ACS request types. You can find this in the modules folder under the Titanium SDK folder. For example: /Library/Application Support/Titanium/modules/commonjs/ti.cloud/<version>/example We should add steps to import/run the sample. (Ideally, there would be a finished project to import, but it's not that easy to share ACS-enabled projects since the user will need to generate their own keys anyway. Easier to just have them drag/drop the files into a new services-enabled project they create.)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-39480,Guides: Document offline installation of Appcelerator Platform,Customers have requested the ability to install the platform on an internet-disconnected machine. Doing so would comprise the following: 1. Studio 2. SDK 3. CLI 4. Alloy 5. Code Processor 5. Performance module 6. SOASTA module I'm not sure if all of this is even possible to be run offline.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-39599,Node.ACS organization support,Node.ACS is adding support for organizations. Will add more details later. Please refer to https://wiki.appcelerator.org/display/cls/Node.ACS+Organization+Support+Feature+Guide.,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,2,0,4,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-38337,Create Alloy Framework How-tos page,"Create and re-organize the Alloy Framework content for the """"How-tos"""" page.",0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-38517,Create and publish release note for SDK 6.0.2.RC,Create and publish the SDK 6.0.2.RC release note.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-40653,APIDoc: Ti.UI.orientationModes property should mention Ti.Gesture.orientation,"Since the old Ti.UI.orientation could be used for both getting and setting orientation, the new orientationModes property should include a reference to Ti.Gesture for obtaining current orientation information.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-40413,Link takes you to the wiki creation page,"1. Go to http://docs.appcelerator.com/titanium/2.0/index.html#!/guide/Application_Structures_and_Core_Building_Blocks 2. Click on the """"Execution Context"""" link. EXPECTED RESULT: jump to somewhere in the documentation ACTUAL RESULT: jumps to wiki and has you in edit page mode for """"Coding Patterns"""" Are there other links like this in the docs?",0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-40608,Guides: MW overview should reference MW limitations page,"https://wiki.appcelerator.org/display/guides2/Mobile+Web+Platform+Overview Should refer to https://wiki.appcelerator.org/display/guides2/Mobile+Web+Limitations If it does, I'm overlooking the link.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-40894,APIDoc: Documentation missing for MaskedImage,"<div><p>It seems that the documentation for the MaskedImage (Titanium.UI.createMaskedImage()) is missing. Also, the KitchenSink example is not very helpful; I can't even find out how to put an image in a circle (masked). Can you make this more clear?</p> <p>Also, some topics on this subject:<br> - <a href= """"http://developer.appcelerator.com/question/24151/image-masks-and-drawing"""" title=""""Image masks and drawing"""">Image masks and drawing</a><br> - <a href= """"http://developer.appcelerator.com/question/4101/tiuicreatemaskedimage"""" title=""""Ti.UI.createMaskedImage?"""">Ti.UI.createMaskedImage?</a><br> - <a href= """"http://developer.appcelerator.com/question/105031/masked-image-addeventlistener"""" title=""""Masked image, addEventListener"""">Masked image, addEventListener</a></p></div>",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
